# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=26
# stan_version_patch=1
# init=random
# enable_random_init=1
# seed=2356
# chain_id=1
# iter=2000
# warmup=1000
# save_warmup=1
# thin=1
# refresh=200
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=models/demo_resid_1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Intercept,bs.1,zs_1_1.1,zs_1_1.2,zs_1_1.3,zs_1_1.4,zs_1_1.5,zs_1_1.6,zs_1_1.7,zs_1_1.8,sds_1_1,zs_2_1.1,zs_2_1.2,zs_2_1.3,zs_2_1.4,zs_2_1.5,zs_2_1.6,zs_2_1.7,zs_2_1.8,sds_2_1,ar.1,sigma,nu,s_1_1.1,s_1_1.2,s_1_1.3,s_1_1.4,s_1_1.5,s_1_1.6,s_1_1.7,s_1_1.8,s_2_1.1,s_2_1.2,s_2_1.3,s_2_1.4,s_2_1.5,s_2_1.6,s_2_1.7,s_2_1.8,b_Intercept
-191.29,0.984495,0.0746887,6,63,0,204.488,-0.131329,-7.52087,1.00088,-1.59872,-1.19896,-0.98584,1.22048,-1.07474,-0.0649494,1.45691,2.52089,-0.378048,1.44451,0.995607,-1.35828,0.455333,3.37741,-0.834127,-2.28372,0.0612559,0.164827,0.400526,3.05347,2.52311,-4.03021,-3.02245,-2.48519,3.07669,-2.7093,-0.16373,3.67272,-0.0231577,0.0884845,0.0609868,-0.0832026,0.0278919,0.206886,-0.0510952,-0.139892,-0.131329
-185.867,0.702923,0.107426,5,63,0,201.427,-0.0909441,-9.36484,1.56034,-1.24525,-1.39007,-1.11506,0.31197,-1.66379,-1.12773,1.03947,2.5786,-0.363819,1.48612,1.72955,-0.871473,0.318637,1.10372,-0.454172,-1.94836,0.0745017,0.175017,0.340531,2.07317,4.02349,-3.21098,-3.58442,-2.87528,0.804444,-4.29024,-2.90795,2.68038,-0.0271052,0.110718,0.128854,-0.0649262,0.023739,0.0822294,-0.0338366,-0.145156,-0.0909441
-180.509,0.620742,0.0909035,5,31,0,193.899,-0.0897681,-9.16779,-1.46296,-1.25849,-1.43806,-0.995687,0.806373,-1.89895,1.21782,1.18385,2.49052,-0.51429,0.773322,1.77585,-0.759815,0.211418,1.6942,0.634259,1.04059,0.117613,0.230787,0.345646,2.73811,-3.64352,-3.13429,-3.58152,-2.47978,2.00829,-4.72938,3.03302,2.94841,-0.0604872,0.0909526,0.208863,-0.089364,0.0248655,0.199259,0.074597,0.122387,-0.0897681
-182.281,0.887949,0.0660852,6,63,0,194.993,-0.109179,-6.94863,2.09045,-1.29708,-0.993207,-0.68034,1.50884,-0.911212,-1.3233,0.143521,3.71889,-0.178843,0.462059,0.670002,-0.826605,0.274773,1.18935,0.304382,-1.06941,0.152939,0.0608451,0.363546,2.61025,7.77415,-4.82371,-3.69363,-2.53011,5.61119,-3.3887,-4.92122,0.533738,-0.0273521,0.0706669,0.10247,-0.12642,0.0420236,0.181898,0.0465519,-0.163555,-0.109179
-182.011,0.915522,0.0791092,5,63,0,195.596,-0.123495,-10.5905,0.429332,-0.982073,-1.13639,-0.912095,0.373926,-1.23829,-0.232243,1.49959,4.14568,-0.131484,0.424757,1.15888,-0.741531,-0.112104,0.147129,-0.416647,-0.420121,0.194626,0.0941,0.373044,3.56999,1.77987,-4.07136,-4.71113,-3.78126,1.55018,-5.13354,-0.962806,6.21682,-0.0255902,0.0826688,0.225548,-0.144321,-0.0218183,0.0286351,-0.0810905,-0.0817665,-0.123495
-178.242,0.0770839,0.0994941,5,63,0,196.668,-0.111111,-10.7943,0.9816,-0.881199,-1.11606,-0.841773,0.453294,-1.04624,-0.275618,1.35431,3.82977,-0.124142,0.373995,1.2479,-0.844142,-0.0530114,0.550576,-0.247817,-0.00602893,0.20968,0.0857115,0.384711,3.58156,3.7593,-3.37479,-4.27424,-3.22379,1.73601,-4.00685,-1.05555,5.18669,-0.0260302,0.0784195,0.26166,-0.177,-0.0111155,0.115445,-0.0519623,-0.00126415,-0.111111
-181.546,0.995033,0.0266794,7,127,0,188.274,-0.0640379,-6.82056,-0.702686,-0.379178,-1.10949,-0.505984,0.814798,-2.45849,-0.644724,0.491312,2.98405,-0.246936,0.940358,0.620149,-0.418151,0.959156,1.9893,0.248685,-1.38895,0.129774,0.138022,0.37351,2.95175,-2.09685,-1.13148,-3.31077,-1.50988,2.43139,-7.33625,-1.92388,1.4661,-0.0320458,0.122034,0.080479,-0.054265,0.124473,0.258158,0.0322727,-0.18025,-0.0640379
-182.269,0.992251,0.0389163,6,127,0,192.277,-0.145607,-9.42536,1.29056,-1.16075,-1.26324,-0.815419,0.449282,-1.42136,-0.261692,1.12703,2.63924,-0.286193,0.644028,1.38644,-1.10022,1.21542,0.16313,0.54354,-0.240536,0.114379,0.156137,0.39583,2.24128,3.4061,-3.06349,-3.334,-2.15208,1.18576,-3.75132,-0.690668,2.97449,-0.0327345,0.0736632,0.158579,-0.125841,0.139018,0.0186586,0.0621695,-0.0275123,-0.145607
-179.361,0.988959,0.056298,6,63,0,189.278,-0.0657776,-7.14166,-0.671097,-0.297171,-0.553162,-0.415633,0.030057,-1.56732,1.00434,0.850742,3.66246,-0.315988,0.47747,1.15193,-0.102058,-0.257832,1.84481,-0.353891,-0.709807,0.179624,0.271588,0.358815,2.59652,-2.45787,-1.08838,-2.02594,-1.52224,0.110083,-5.74027,3.67838,3.11581,-0.0567591,0.0857654,0.206914,-0.0183322,-0.0463129,0.331373,-0.0635674,-0.127499,-0.0657776
-181.246,0.94895,0.0403533,6,95,0,187.35,-0.131949,-8.11544,0.0665408,-1.10049,-1.30752,-0.803158,0.960138,-1.55276,0.295001,0.392852,2.29163,-0.108334,0.46828,0.680152,-0.562331,0.919305,0.652953,1.31474,0.132456,0.243392,0.11034,0.332281,2.70254,0.152487,-2.5219,-2.99635,-1.84054,2.20028,-3.55834,0.676032,0.900271,-0.0263677,0.113976,0.165544,-0.136867,0.223752,0.158923,0.319998,0.0322387,-0.131949
-181.246,0,0.529046,0,1,1,190.881,-0.131949,-8.11544,0.0665408,-1.10049,-1.30752,-0.803158,0.960138,-1.55276,0.295001,0.392852,2.29163,-0.108334,0.46828,0.680152,-0.562331,0.919305,0.652953,1.31474,0.132456,0.243392,0.11034,0.332281,2.70254,0.152487,-2.5219,-2.99635,-1.84054,2.20028,-3.55834,0.676032,0.900271,-0.0263677,0.113976,0.165544,-0.136867,0.223752,0.158923,0.319998,0.0322387,-0.131949
-177.294,0.742511,0.0869834,5,63,0,186.033,-0.134007,-10.1694,0.686087,-1.17217,-1.52336,-0.844395,1.01056,-1.914,0.139899,0.71177,2.69991,-0.180876,0.48652,0.716065,-0.72841,0.705099,1.00065,1.23626,0.0237905,0.217656,0.108235,0.337877,2.62191,1.85237,-3.16475,-4.11293,-2.27979,2.72843,-5.16764,0.377716,1.92172,-0.0393688,0.105894,0.155856,-0.158543,0.153469,0.217798,0.26908,0.00517814,-0.134007
-177.587,0.999899,0.0610821,6,63,0,187.109,-0.113219,-16.7295,-0.262425,-0.815289,-1.76919,-0.921463,-0.5275,-1.8099,1.88139,-0.401148,2.80249,-0.287062,0.470292,0.913205,-0.594456,0.139191,0.867834,-0.756368,-0.952732,0.230253,0.252807,0.342377,2.48371,-0.735443,-2.28484,-4.95812,-2.58239,-1.47831,-5.07223,5.27256,-1.12421,-0.0660968,0.108286,0.210268,-0.136875,0.0320492,0.199821,-0.174156,-0.219369,-0.113219
-179.332,0.737612,0.0943491,5,31,0,185.242,-0.121292,-15.4913,-0.751045,-1.05603,-2.04293,-1.18059,-0.848342,-2.1146,1.46982,-0.450582,2.32798,-0.221246,0.364785,0.690623,-0.392283,-0.334855,0.808544,-0.565439,-0.642275,0.253857,0.182806,0.375603,3.38846,-1.74842,-2.45842,-4.75591,-2.7484,-1.97493,-4.92276,3.42171,-1.04895,-0.0561649,0.0926034,0.17532,-0.0995839,-0.0850054,0.205255,-0.143541,-0.163046,-0.121292
-179.832,0.850641,0.0735365,6,63,0,192.438,-0.0739196,-11.4286,0.549396,-1.26645,-1.92562,-0.835068,1.52394,-1.18179,0.948249,1.00503,2.23166,-0.201521,0.411504,0.945444,-0.505396,1.20354,1.34576,1.39263,0.0569891,0.205309,0.0720531,0.340959,2.72948,1.22606,-2.82628,-4.29732,-1.86359,3.4009,-2.63734,2.11617,2.24287,-0.0413741,0.0844855,0.194108,-0.103762,0.247097,0.276297,0.28592,0.0117004,-0.0739196
-181.536,0.9835,0.0820152,6,63,0,192.86,-0.0483759,-6.6826,-2.36059,-1.32993,-1.18129,-1.18317,0.831649,-1.14716,0.835045,2.09091,2.74685,-0.317777,0.545414,0.892354,-0.516676,0.103941,1.58214,1.39145,-1.29771,0.178661,0.132988,0.363009,2.67494,-6.4842,-3.65312,-3.24484,-3.24999,2.28442,-3.15108,2.29375,5.74341,-0.0567744,0.0974441,0.159429,-0.0923098,0.0185702,0.282666,0.248598,-0.23185,-0.0483759
-181.536,0.00962489,0.141408,5,31,0,192.974,-0.0483759,-6.6826,-2.36059,-1.32993,-1.18129,-1.18317,0.831649,-1.14716,0.835045,2.09091,2.74685,-0.317777,0.545414,0.892354,-0.516676,0.103941,1.58214,1.39145,-1.29771,0.178661,0.132988,0.363009,2.67494,-6.4842,-3.65312,-3.24484,-3.24999,2.28442,-3.15108,2.29375,5.74341,-0.0567744,0.0974441,0.159429,-0.0923098,0.0185702,0.282666,0.248598,-0.23185,-0.0483759
-186.382,0.998027,0.0116769,8,511,0,196.244,-0.140783,-11.323,1.73192,-1.4849,-1.57107,-1.07507,0.741218,-2.02902,-0.435218,-1.53189,2.38901,-0.415823,0.651314,1.18353,-0.201007,0.284209,0.540902,-1.14149,1.23781,0.115984,0.317194,0.395127,3.27248,4.13758,-3.54743,-3.75331,-2.56835,1.77078,-4.84735,-1.03974,-3.65971,-0.0482287,0.0755417,0.137271,-0.0233135,0.0329636,0.0627358,-0.132394,0.143566,-0.140783
-187.813,0.998347,0.0214523,7,255,0,193.197,-0.138555,-11.3314,1.42058,-1.83578,-1.69267,-1.04742,1.09522,-1.84463,-0.312913,-1.39402,2.47281,-0.530751,0.593357,0.945593,-0.0853604,0.387093,0.320662,-1.32773,1.02612,0.122937,0.331005,0.408869,2.92508,3.51283,-4.53954,-4.18564,-2.59007,2.70827,-4.56143,-0.773773,-3.44715,-0.0652488,0.0729455,0.116248,-0.0104939,0.047588,0.0394212,-0.163227,0.126148,-0.138555
-187.506,0.96849,0.0400044,6,127,0,199.616,-0.117961,-6.90966,-2.26704,-1.11649,-1.10808,-1.27958,-0.446887,-3.1002,-0.0807416,1.18518,2.21787,-0.380386,0.478662,1.28816,-0.594429,0.667753,1.27121,1.08055,-0.413864,0.214113,0.250651,0.394868,2.85016,-5.02801,-2.47623,-2.45759,-2.83796,-0.991139,-6.87585,-0.179075,2.62858,-0.0814457,0.102488,0.275812,-0.127275,0.142975,0.272183,0.23136,-0.0886139,-0.117961
-190.241,0.96226,0.0682938,6,63,0,199.123,-0.0955972,-4.58177,-2.74279,-0.622976,-1.00332,-1.04335,0.603499,-3.05136,-0.384527,1.17902,2.37311,-0.181834,0.805548,0.398084,-0.491899,0.300489,1.95882,0.698931,-0.807625,0.132232,0.3482,0.427395,3.95195,-6.50893,-1.47839,-2.38099,-2.47598,1.43217,-7.24122,-0.912525,2.79795,-0.0240443,0.106519,0.0526396,-0.0650449,0.0397344,0.259019,0.0924212,-0.106794,-0.0955972
-184.817,0.239615,0.114451,6,63,0,198.389,-0.0753484,-8.28353,-1.28273,-0.774203,-0.986745,-0.555273,-0.244653,-1.07327,-0.564463,0.0617323,3.05628,-0.861914,0.961283,1.80559,-0.365878,1.08126,0.882232,0.647966,-1.72449,0.0874312,0.1768,0.380946,3.3255,-3.92039,-2.36618,-3.01577,-1.69707,-0.747728,-3.28022,-1.72516,0.188671,-0.0753582,0.0840461,0.157865,-0.0319891,0.0945363,0.0771347,0.0566525,-0.150774,-0.0753484
-189.148,0.99819,0.0198612,8,255,0,196.33,-0.117793,-8.77142,0.225131,-0.916435,-1.13217,-0.794352,0.867685,-2.37474,-0.0756662,-0.0869361,3.42662,-0.651999,1.5641,1.38246,-1.03199,1.72448,2.22835,1.99151,-1.14616,0.0603102,0.0965239,0.398799,3.32369,0.771439,-3.14028,-3.87952,-2.72194,2.97323,-8.13733,-0.259279,-0.297897,-0.0393222,0.0943313,0.0833763,-0.0622395,0.104004,0.134392,0.120108,-0.0691251,-0.117793
-191.559,1,0.0374598,7,127,0,201.361,-0.0585593,-9.4115,0.404748,-1.44581,-1.27515,-0.828417,-0.0209841,-1.01724,-0.0186708,-0.338609,2.0904,-0.76326,0.983842,0.100132,-0.607428,-1.355,-0.0126003,-1.8724,0.572603,0.0738751,0.369518,0.338147,2.15968,0.846086,-3.02233,-2.66558,-1.73172,-0.0438651,-2.12644,-0.0390295,-0.707828,-0.056386,0.0726814,0.00739724,-0.0448738,-0.100101,-0.000930852,-0.138323,0.0423011,-0.0585593
-189.752,0.768493,0.0706638,6,63,0,201.703,-0.208544,-10.1679,0.00375733,-1.537,-1.26103,-1.0108,0.437674,-0.727406,-0.259611,-0.235553,3.05265,-0.569941,1.18353,2.25206,-0.547281,1.81343,0.994595,2.82421,0.442757,0.0891138,0.255344,0.428416,3.42189,0.0114698,-4.69192,-3.84948,-3.08562,1.33607,-2.22052,-0.792502,-0.71906,-0.0507896,0.105469,0.20069,-0.0487702,0.161602,0.0886321,0.251676,0.0394557,-0.208544
-181.251,0.978874,0.0649137,6,63,0,202.927,-0.093313,-11.8518,0.32776,-1.36624,-0.983878,-0.846453,0.54955,-1.12293,0.98011,-1.68335,3.89501,-0.603891,1.07413,0.827705,-1.55969,1.2077,0.71073,0.426051,0.0503662,0.084684,0.250222,0.363279,2.72172,1.27663,-5.32153,-3.83221,-3.29694,2.1405,-4.37384,3.81754,-6.55666,-0.0511399,0.0909613,0.0700933,-0.13208,0.102273,0.0601874,0.0360797,0.00426521,-0.093313
-184.071,0.054661,0.113623,5,31,0,192.089,-0.0894127,-11.5616,0.0662049,-1.37811,-0.929844,-0.746758,0.593027,-1.09421,0.861059,-1.63654,4.15536,-0.595636,1.09563,0.887397,-1.51635,1.37578,1.09034,0.293922,0.164847,0.0904153,0.270243,0.36563,2.98201,0.275105,-5.72655,-3.86384,-3.10305,2.46424,-4.54683,3.57801,-6.80039,-0.0538546,0.0990615,0.0802343,-0.137101,0.124391,0.0985838,0.026575,0.0149047,-0.0894127
-188.405,0.99059,0.0119892,9,511,0,200.48,-0.107711,-8.94706,-0.355651,-1.27705,-1.96275,-0.959116,0.0118858,-1.33157,-0.788048,2.64019,1.5757,-0.512924,0.660622,0.814558,-0.245288,-0.500554,1.25888,1.39356,-0.56217,0.117464,0.352047,0.340895,2.31786,-0.5604,-2.01225,-3.0927,-1.51128,0.0187285,-2.09816,-1.24173,4.16014,-0.0602501,0.0775992,0.0956812,-0.0288125,-0.058797,0.147873,0.163693,-0.0660346,-0.107711
-188.616,0.99986,0.021871,8,255,0,202.558,-0.0042515,-10.2834,-0.15182,-1.48644,-1.65309,-1.09552,0.365068,-0.906199,-0.335297,0.320503,2.22363,-0.242569,0.782263,1.41943,-1.29518,0.347874,-0.298272,0.849206,2.21826,0.13899,0.263268,0.434282,3.97635,-0.337592,-3.30529,-3.67587,-2.43605,0.811778,-2.01506,-0.745577,0.712682,-0.0337146,0.108727,0.197287,-0.180017,0.0483511,-0.0414569,0.118031,0.308316,-0.0042515
-184.011,0.998937,0.0406498,7,127,0,202.769,-0.143672,-11.8848,0.559799,-0.849738,-1.28507,-0.945869,0.343873,-2.57816,2.21659,-0.457361,2.54925,-0.276833,0.458831,1.24062,-0.15111,0.98765,0.216573,-0.045676,-1.43633,0.152486,0.287688,0.343345,2.76338,1.42707,-2.16619,-3.27597,-2.41126,0.876619,-6.57239,5.65064,-1.16593,-0.0422133,0.0699655,0.189178,-0.0230423,0.150603,0.0330245,-0.00696497,-0.219021,-0.143672
-182.697,0.995591,0.0746148,6,63,0,190.067,-0.0477285,-10.4626,0.643135,-0.702737,-1.20027,-0.445377,0.234758,-0.936897,-1.08987,1.16645,3.5273,-0.10382,0.71405,1.09795,-0.862705,-0.172846,1.99233,0.381633,-0.0126612,0.144516,0.0847413,0.399665,2.91693,2.26853,-2.47876,-4.2337,-1.57098,0.828061,-3.30471,-3.84429,4.11442,-0.0150036,0.103191,0.158671,-0.124674,-0.0249789,0.287923,0.0551519,-0.00182974,-0.0477285
-182.697,0.000193053,0.134287,3,7,0,190.749,-0.0477285,-10.4626,0.643135,-0.702737,-1.20027,-0.445377,0.234758,-0.936897,-1.08987,1.16645,3.5273,-0.10382,0.71405,1.09795,-0.862705,-0.172846,1.99233,0.381633,-0.0126612,0.144516,0.0847413,0.399665,2.91693,2.26853,-2.47876,-4.2337,-1.57098,0.828061,-3.30471,-3.84429,4.11442,-0.0150036,0.103191,0.158671,-0.124674,-0.0249789,0.287923,0.0551519,-0.00182974,-0.0477285
-182.998,0.993718,0.0132587,8,255,0,193.751,-0.025474,-7.21099,-0.183116,-0.823252,-1.3799,-0.976844,0.798487,-2.50673,-0.467633,1.31705,2.35379,-0.32254,0.699816,1.42078,-0.958069,0.594485,1.61433,-0.125475,-1.12979,0.112757,0.0672645,0.363968,3.38927,-0.431016,-1.93776,-3.248,-2.29928,1.87947,-5.90032,-1.10071,3.10006,-0.0363687,0.0789094,0.160204,-0.108029,0.0670326,0.182028,-0.0141483,-0.127392,-0.025474
-186.114,0.999449,0.0238566,8,255,0,196.487,-0.224157,-11.6551,0.685899,-1.11526,-1.40984,-0.896132,0.612893,-1.91899,1.33075,0.0790512,2.60955,-0.275535,0.409167,1.45257,-0.782912,1.32122,0.795502,0.510702,-0.103787,0.138518,0.349787,0.301927,1.79755,1.78989,-2.91031,-3.67905,-2.3385,1.59937,-5.0077,3.47265,0.206288,-0.0381665,0.056677,0.201206,-0.108447,0.183013,0.110191,0.0707413,-0.0143763,-0.224157
-184.845,0.932199,0.0432097,7,127,0,199.783,-0.025017,-8.8282,-0.544341,-0.737778,-0.942263,-0.510503,-0.475396,-1.54606,-1.20652,-0.136925,3.49946,-0.356857,0.782863,1.6671,-0.756555,-0.485763,1.98602,0.100208,-0.393604,0.120313,0.242569,0.45092,5.74737,-1.9049,-2.58183,-3.29742,-1.78649,-1.66363,-5.41038,-4.22216,-0.479163,-0.0429346,0.0941887,0.200574,-0.0910235,-0.0584437,0.238945,0.0120563,-0.0473558,-0.025017
-188.801,0.981502,0.064046,6,63,0,201.646,-0.149207,-11.1113,0.376343,-0.560571,-1.24507,-0.407184,1.25864,-1.65423,1.43024,1.01002,3.38338,-0.318214,0.729,1.00544,-0.541732,2.47536,0.104069,0.0997498,0.399736,0.103467,0.204928,0.311019,2.23807,1.27331,-1.89663,-4.21255,-1.37766,4.25847,-5.5969,4.83905,3.41728,-0.0329246,0.0754275,0.10403,-0.0560514,0.256119,0.0107677,0.0103208,0.0413596,-0.149207
-188.801,0.00285846,0.108313,6,63,0,202.791,-0.149207,-11.1113,0.376343,-0.560571,-1.24507,-0.407184,1.25864,-1.65423,1.43024,1.01002,3.38338,-0.318214,0.729,1.00544,-0.541732,2.47536,0.104069,0.0997498,0.399736,0.103467,0.204928,0.311019,2.23807,1.27331,-1.89663,-4.21255,-1.37766,4.25847,-5.5969,4.83905,3.41728,-0.0329246,0.0754275,0.10403,-0.0560514,0.256119,0.0107677,0.0103208,0.0413596,-0.149207
-186.634,0.999977,0.0118947,8,255,0,200.474,-0.0895489,-14.5046,0.0836659,-0.968996,-1.51948,-1.01013,-0.513214,-2.03966,-0.26436,-0.703389,3.25994,-0.469189,0.492256,1.59616,-0.755654,-0.784665,2.32196,1.32011,-0.151044,0.127819,0.317829,0.341344,2.79482,0.272746,-3.15887,-4.9534,-3.29295,-1.67305,-6.64915,-0.861797,-2.293,-0.0599712,0.0629195,0.20402,-0.0965869,-0.100295,0.296791,0.168735,-0.0193062,-0.0895489
-187.167,0.996571,0.0212837,8,255,0,196.728,-0.170003,-5.28498,0.0586819,-1.18169,-0.493904,-0.658186,0.838434,-0.884176,1.04707,1.04407,3.2513,-0.359824,0.709925,1.85154,-0.954577,1.21783,0.389082,-1.09689,-0.160146,0.145606,0.366965,0.408226,3.85789,0.190793,-3.84201,-1.60583,-2.13996,2.726,-2.87472,3.40434,3.3946,-0.0523926,0.103369,0.269595,-0.138992,0.177323,0.0566527,-0.159713,-0.0233182,-0.170003
-183.696,0.999312,0.037367,6,127,0,194.887,-0.156268,-5.3398,0.711427,-1.07288,-0.573456,-0.571256,1.27935,-0.562278,0.289018,0.712229,4.34524,-0.382198,0.550504,1.47921,-0.33854,1.3464,0.625145,0.704418,-0.641025,0.102412,0.415314,0.411754,3.2575,3.09132,-4.66191,-2.4918,-2.48224,5.5591,-2.44323,1.25585,3.09481,-0.0391417,0.0563782,0.151489,-0.0346706,0.137888,0.0640224,0.0721408,-0.0656487,-0.156268
-183.052,0.960192,0.0654823,6,63,0,195.251,-0.0661633,-13.81,0.228869,-0.359405,-1.51228,-0.577672,-0.125341,-2.07218,0.650887,1.38091,2.97924,-0.229126,0.824334,1.33316,-1.15727,-0.53691,1.54912,-0.195206,0.290651,0.160171,0.272555,0.325808,2.28451,0.681856,-1.07075,-4.50544,-1.72103,-0.373421,-6.17353,1.93915,4.11408,-0.0366994,0.132035,0.213534,-0.185362,-0.0859976,0.248125,-0.0312664,0.046554,-0.0661633
-180.519,0.0731033,0.102328,6,63,0,197.266,-0.10278,-6.60674,-0.235364,-1.37804,-0.828547,-0.991273,0.821086,-1.23071,0.528453,0.511375,3.24903,-0.209856,0.705737,1.50031,0.0558496,0.0959464,2.26417,1.52063,0.922551,0.136137,0.252219,0.285181,1.9923,-0.764705,-4.47727,-2.69197,-3.22067,2.66773,-3.99862,1.71696,1.66147,-0.0285691,0.0960769,0.204248,0.0076032,0.0130619,0.308237,0.207014,0.125593,-0.10278
-185.913,0.989126,0.0148371,8,255,0,195.819,-0.11537,-4.49895,-0.311059,-0.139974,-0.566345,-0.246535,0.411514,-1.53357,-1.16933,0.9321,3.96323,0.0141128,0.819497,0.591736,-1.24281,0.193648,0.21478,-1.65317,-1.89427,0.113563,0.314617,0.379294,2.48148,-1.2328,-0.55475,-2.24456,-0.977076,1.63092,-6.07787,-4.63433,3.69413,0.0016027,0.0930649,0.0671996,-0.141138,0.0219913,0.0243911,-0.18774,-0.21512,-0.11537
-181.053,0.998067,0.0251516,8,255,0,193.491,-0.0648916,-12.4941,0.531175,-0.873038,-1.10508,-0.691461,0.513348,-1.33204,1.29628,-0.100494,3.68497,-0.572619,0.758572,1.6448,0.0344432,0.887487,2.06556,2.10863,0.81622,0.114084,0.105963,0.362829,2.40027,1.95737,-3.21712,-4.07219,-2.54802,1.89167,-4.90855,4.77674,-0.370318,-0.0653267,0.0865409,0.187646,0.00392942,0.101248,0.235647,0.240561,0.0931177,-0.0648916
-176.485,0.998059,0.0432834,7,127,0,189.013,-0.125803,-10.3795,-0.256283,-0.68919,-0.74704,-0.510073,-0.0172629,-0.910051,-0.46932,-0.560883,5.27211,-0.170181,0.525012,0.75283,-0.966453,0.0880843,0.673173,-0.666224,-1.2092,0.191559,0.0764937,0.327353,2.20623,-1.35115,-3.63349,-3.93848,-2.68916,-0.0910121,-4.7979,-2.47431,-2.95704,-0.0325996,0.100571,0.144211,-0.185133,0.0168733,0.128952,-0.127621,-0.231632,-0.125803
-176.485,6.54484e-07,0.073847,5,31,0,193.117,-0.125803,-10.3795,-0.256283,-0.68919,-0.74704,-0.510073,-0.0172629,-0.910051,-0.46932,-0.560883,5.27211,-0.170181,0.525012,0.75283,-0.966453,0.0880843,0.673173,-0.666224,-1.2092,0.191559,0.0764937,0.327353,2.20623,-1.35115,-3.63349,-3.93848,-2.68916,-0.0910121,-4.7979,-2.47431,-2.95704,-0.0325996,0.100571,0.144211,-0.185133,0.0168733,0.128952,-0.127621,-0.231632,-0.125803
-175.008,0.996386,0.00943547,8,255,0,189.584,-0.119272,-9.47166,1.03775,-0.869687,-0.954181,-0.608988,0.774145,-1.57387,0.765756,0.634924,3.50757,-0.151436,0.237249,0.557229,-0.0580381,0.555114,1.34493,0.589331,0.543959,0.303414,0.149772,0.341011,2.33468,3.63997,-3.05049,-3.34686,-2.13607,2.71537,-5.52047,2.68594,2.22704,-0.0459478,0.0719846,0.169071,-0.0176096,0.168429,0.40807,0.178811,0.165045,-0.119272
-175.578,0.985128,0.0160832,8,255,0,179.932,-0.104001,-10.3494,-0.708866,-0.480624,-0.749694,-0.488595,-0.0487665,-1.31195,0.133231,0.38479,5.18776,-0.331109,0.657643,0.954647,-0.865157,0.0607325,0.797717,0.00444984,-1.54042,0.168272,0.13277,0.340901,2.64888,-3.67743,-2.49336,-3.88923,-2.53472,-0.252989,-6.80607,0.69117,1.9962,-0.0557162,0.110663,0.16064,-0.145581,0.0102195,0.134233,0.000748782,-0.259208,-0.104001
-180.29,1,0.0264211,7,127,0,184.431,-0.140664,-8.36885,0.697623,-0.910776,-0.950863,-0.820251,1.04173,-1.43119,0.717062,1.06725,3.25238,-0.303521,1.02164,1.80719,-0.738385,-0.307004,0.867901,-1.45713,-0.208064,0.0790641,0.246416,0.335732,2.34635,2.26893,-2.96219,-3.09257,-2.66777,3.38809,-4.65478,2.33216,3.4711,-0.0239976,0.0807751,0.142884,-0.0583797,-0.024273,0.0686198,-0.115207,-0.0164504,-0.140664
-178.775,0.983411,0.0447286,7,127,0,189.976,-0.084696,-13.4968,1.54293,-1.12362,-1.80495,-1.08796,0.493675,-1.96476,-0.261733,-0.472262,2.65693,-0.151373,0.369716,0.828293,-0.531092,0.996741,1.0875,1.42406,-0.753133,0.204402,0.102524,0.36443,3.06377,4.09945,-2.98537,-4.79562,-2.89063,1.31166,-5.22024,-0.695408,-1.25477,-0.0309409,0.0755707,0.169305,-0.108556,0.203736,0.222287,0.291081,-0.153942,-0.084696
-181.298,0.939721,0.0720603,6,63,0,189.549,-0.121763,0.151889,-1.76308,-1.70618,-0.409994,-0.958291,1.58239,-0.581551,-0.185574,-0.210723,3.40729,-0.150224,0.441727,0.869843,-0.582317,-0.299366,1.01196,-0.835416,-0.364244,0.192199,0.152099,0.324937,2.45574,-6.00731,-5.81346,-1.39697,-3.26517,5.39167,-1.98151,-0.632303,-0.717993,-0.0288729,0.0848994,0.167183,-0.111921,-0.0575378,0.194497,-0.160566,-0.0700072,-0.121763
-181.298,2.55091e-07,0.103381,4,15,0,196.366,-0.121763,0.151889,-1.76308,-1.70618,-0.409994,-0.958291,1.58239,-0.581551,-0.185574,-0.210723,3.40729,-0.150224,0.441727,0.869843,-0.582317,-0.299366,1.01196,-0.835416,-0.364244,0.192199,0.152099,0.324937,2.45574,-6.00731,-5.81346,-1.39697,-3.26517,5.39167,-1.98151,-0.632303,-0.717993,-0.0288729,0.0848994,0.167183,-0.111921,-0.0575378,0.194497,-0.160566,-0.0700072,-0.121763
-180.955,0.99681,0.0144212,8,255,0,194.25,-0.0334234,-7.71834,0.50556,-1.69019,-1.0323,-0.930622,0.988139,-0.911534,-0.203447,-0.801809,3.03424,-0.210197,0.538171,1.06533,-0.504744,0.44249,1.86477,1.97687,-0.285056,0.140342,0.0728707,0.360534,2.50511,1.53399,-5.12843,-3.13224,-2.82373,2.99825,-2.76581,-0.617307,-2.43288,-0.0294994,0.075528,0.149511,-0.0708368,0.0620999,0.261706,0.277437,-0.0400053,-0.0334234
