"","id","Date","Value","V4","detection","V6","QC_criteria"
"350","A",2021-05-20,"<LOD","Undetected","Undetected","Pass","Pass"
"351","G - COSCa",2021-05-20,"<LOD","Undetected","Undetected","Pass","Pass"
"352","F - COSCa",2021-05-20,"<LOD","Undetected","Undetected","Pass","Pass"
"353","A",2021-05-25,"<LOD","Undetected","Undetected","Pass","Pass"
"354","A",2021-05-25,"<LOD","Undetected","Undetected","Pass","Pass"
"355","G - COSCa",2021-05-25,"<LOD","Undetected","Undetected","Pass","Pass"
"356","F - COSCa",2021-05-25,"<LOD","Undetected","Undetected","Pass","Pass"
"357","A",2021-05-26,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"358","C - COSCa",2021-05-27,"<LOD","Undetected","Undetected","Pass","Pass"
"359","A",2021-05-27,"<LOD","Undetected","Undetected","Pass","Pass"
"360","A",2021-05-27,"<LOD","Undetected","Undetected","Pass","Pass"
"361","A",2021-05-28,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"362","A",2021-05-31,"<LOD","Undetected","Undetected","Pass","Pass"
"363","A",2021-05-31,"<LOD","Undetected","Undetected","Pass","Pass"
"364","G - COSCa",2021-06-01,"<LOD","Undetected","Undetected","Pass","Pass"
"365","F - COSCa",2021-06-01,"<LOD","Undetected","Undetected","Pass","Pass"
"366","C - COSCa",2021-06-01,"<LOD","Undetected","Undetected","Pass","Pass"
"367","A",2021-06-01,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"368","A",2021-06-02,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"369","A",2021-06-03,"<LOD","Undetected","Undetected","Pass","Pass"
"370","A",2021-06-03,"<LOD","Undetected","Undetected","Pass","Pass"
"371","G - COSCa",2021-06-03,"<LOD","Undetected","Undetected","Pass","Pass"
"372","F - COSCa",2021-06-03,"<LOD","Undetected","Undetected","Pass","Pass"
"373","C - COSCa",2021-06-03,"<LOD","Undetected","Undetected","Pass","Pass"
"374","A",2021-06-04,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"375","A",2021-06-07,"<LOD","Undetected","Undetected","Pass","Pass"
"376","A",2021-06-07,"<LOD","Undetected","Undetected","Pass","Pass"
"377","C - COSCa",2021-06-07,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"378","G - COSCa",2021-06-07,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"379","F - COSCa",2021-06-07,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"380","A",2021-06-08,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"381","A",2021-06-09,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"382","A",2021-06-10,"<LOD","Undetected","Undetected","Pass","Pass"
"383","A",2021-06-10,"<LOD","Undetected","Undetected","Pass","Pass"
"384","C - COSCa",2021-06-10,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"385","G - COSCa",2021-06-10,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"386","F - COSCa",2021-06-10,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"387","A",2021-06-14,"<LOD","Undetected","Undetected","Pass","Pass"
"388","C - COSCa",2021-06-14,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"389","G - COSCa",2021-06-14,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"390","F - COSCa",2021-06-14,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"391","A",2021-06-17,"<LOD","Undetected","Undetected","Pass","Pass"
"392","A",2021-06-17,"<LOD","Undetected","Undetected","Pass","Pass"
"393","C - COSCa",2021-06-17,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"394","G - COSCa",2021-06-17,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"395","F - COSCa",2021-06-17,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"396","A",2021-06-18,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"397","A",2021-06-21,"<LOD","Undetected","Undetected","Pass","Pass"
"398","G - COSCa",2021-06-21,"<LOD","Undetected","Undetected","Pass","Pass"
"399","F - COSCa",2021-06-21,"<LOD","Undetected","Undetected","Pass","Pass"
"400","C - COSCa",2021-06-21,"<LOD","Undetected","Undetected","Pass","Pass"
"401","A",2021-06-24,"<LOD","Undetected","Undetected","Pass","Pass"
"402","A",2021-06-24,"<LOD","Undetected","Undetected","Pass","Pass"
"403","G - COSCa",2021-06-24,"<LOD","Undetected","Undetected","Pass","Pass"
"404","F - COSCa",2021-06-24,"<LOD","Undetected","Undetected","Pass","Pass"
"405","C - COSCa",2021-06-24,"<LOD","Undetected","Undetected","Pass","Pass"
"406","A",2021-06-25,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"407","A",2021-06-25,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"408","A",2021-06-25,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"409","A",2021-06-28,"<LOD","Undetected","Undetected","Pass","Pass"
"410","A",2021-06-28,"1.54E+03","Detected","Detected","Pass","Pass"
"411","G - COSCa",2021-06-28,"2.70E+02","Detected","Detected","Pass","Pass"
"412","F - COSCa",2021-06-28,"<LOD","Undetected","Undetected","Pass","Pass"
"413","C - COSCa",2021-06-28,"<LOD","Undetected","Undetected","Pass","Pass"
"414","A",2021-06-30,"<LOD","Undetected","Undetected","Pass","Pass"
"415","A",2021-07-05,"<LOD","Undetected","Undetected","Pass","Pass"
"416","A",2021-07-08,"<LOD","Undetected","Undetected","Pass","Pass"
"417","A",2021-07-08,"<LOD","Undetected","Undetected","Pass","Pass"
"418","A",2021-07-08,"<LOD","Undetected","Undetected","Pass","Pass"
"419","A",2021-07-08,"<LOD","Undetected","Undetected","Pass","Pass"
"420","A",2021-07-09,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"421","A",2021-07-12,"<LOD","Undetected","Undetected","Pass","Pass"
"422","A",2021-07-12,"<LOD","Undetected","Undetected","Pass","Pass"
"423","A",2021-07-12,"<LOD","Undetected","Undetected","Pass","Pass"
"424","A",2021-07-12,"<LOD","Undetected","Undetected","Pass","Pass"
"425","A",2021-07-15,"<LOD","Undetected","Undetected","Pass","Pass"
"426","A",2021-07-15,"<LOD","Undetected","Undetected","Pass","Pass"
"427","G - COSCa",2021-07-15,"<LOD","Undetected","Undetected","Pass","Pass"
"428","F - COSCa",2021-07-15,"<LOD","Undetected","Undetected","Pass","Pass"
"429","C - COSCa",2021-07-15,"<LOD","Undetected","Undetected","Pass","Pass"
"430","A",2021-07-15,"<LOD","Undetected","Undetected","Pass","Pass"
"431","A",2021-07-15,"<LOD","Undetected","Undetected","Pass","Pass"
"432","G - COSCa",2021-07-15,"<LOD","Undetected","Undetected","Pass","Pass"
"433","F - COSCa",2021-07-15,"<LOD","Undetected","Undetected","Pass","Pass"
"434","C - COSCa",2021-07-15,"<LOD","Undetected","Undetected","Pass","Pass"
"435","A",2021-07-23,"<LOD","Undetected","Undetected","Pass","Pass"
"436","A",2021-07-26,"<LOD","Undetected","Undetected","Pass","Pass"
"437","G - COSCa",2021-07-26,"<LOD","Undetected","Undetected","Pass","Pass"
"438","F - COSCa",2021-07-26,"<LOD","Undetected","Undetected","Pass","Pass"
"439","C - COSCa",2021-07-26,"<LOD","Undetected","Undetected","Pass","Pass"
"440","A",2021-07-28,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"441","A",2021-07-29,"<LOD","Undetected","Undetected","Pass","Pass"
"442","A",2021-07-29,"<LOD","Undetected","Undetected","Pass","Pass"
"443","G - COSCa",2021-07-29,"<LOD","Undetected","Undetected","Pass","Pass"
"444","F - COSCa",2021-07-29,"<LOD","Undetected","Undetected","Pass","Pass"
"445","C - COSCa",2021-07-29,"<LOD","Undetected","Undetected","Pass","Pass"
"446","A",2021-08-04,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"447","A",2021-08-05,"<LOD","Undetected","Undetected","Pass","Pass"
"448","A",2021-08-05,"<LOD","Undetected","Undetected","Pass","Pass"
"449","A",2021-08-06,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"450","A",2021-08-09,"<LOD","Undetected","Undetected","Pass","Pass"
"451","A",2021-08-09,"<LOD","Undetected","Undetected","Pass","Pass"
"452","A",2021-08-12,"<LOD","Undetected","Undetected","Pass","Pass"
"453","A",2021-08-12,"<LOD","Undetected","Undetected","Pass","Pass"
"454","A",2021-08-12,"4.45E+02","Detected","Detected","Pass","Pass"
"455","A",2021-08-12,"9.24E+02","Detected","Detected","Pass","Pass"
"456","A",2021-08-13,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"457","A",2021-08-16,"<LOD","Undetected","Undetected","Pass","Pass"
"458","A",2021-08-16,"<LOD","Undetected","Undetected","Pass","Pass"
"459","A",2021-08-16,"<LOD","Undetected","Undetected","Pass","Pass"
"460","A",2021-08-16,"<LOD","Undetected","Undetected","Pass","Pass"
"461","G - COSCa",2021-08-16,"<LOD","Undetected","Undetected","Pass","Pass"
"462","G - COSCa",2021-08-16,"<LOD","Undetected","Undetected","Pass","Pass"
"463","F - COSCa",2021-08-16,"<LOD","Undetected","Undetected","Pass","Pass"
"464","F - COSCa",2021-08-16,"<LOD","Undetected","Undetected","Pass","Pass"
"465","C - COSCa",2021-08-16,"<LOD","Undetected","Undetected","Pass","Pass"
"466","C - COSCa",2021-08-16,"<LOD","Undetected","Undetected","Pass","Pass"
"467","A",2021-08-19,"<LOD","Undetected","Undetected","Pass","Pass"
"468","A",2021-08-19,"<LOD","Undetected","Undetected","Pass","Pass"
"469","A",2021-08-19,"<LOD","Undetected","Undetected","Pass","Pass"
"470","A",2021-08-19,"<LOD","Undetected","Undetected","Pass","Pass"
"471","G - COSCa",2021-08-19,"<LOD","Undetected","Undetected","Pass","Pass"
"472","G - COSCa",2021-08-19,"<LOD","Undetected","Undetected","Pass","Pass"
"473","F - COSCa",2021-08-19,"<LOD","Undetected","Undetected","Pass","Pass"
"474","F - COSCa",2021-08-19,"<LOD","Undetected","Undetected","Pass","Pass"
"475","C - COSCa",2021-08-19,"<LOD","Undetected","Undetected","Pass","Pass"
"476","C - COSCa",2021-08-19,"<LOD","Undetected","Undetected","Pass","Pass"
"477","A",2021-08-23,"<LOD","Undetected","Undetected","Pass","Pass"
"478","A",2021-08-23,"<LOD","Undetected","Undetected","Pass","Pass"
"479","A",2021-08-23,"<LOD","Undetected","Undetected","Pass","Pass"
"480","A",2021-08-23,"<LOD","Undetected","Undetected","Pass","Pass"
"481","G - COSCa",2021-08-23,"<LOD","Undetected","Undetected","Pass","Pass"
"482","G - COSCa",2021-08-23,"<LOD","Undetected","Undetected","Pass","Pass"
"483","F - COSCa",2021-08-23,"<LOD","Undetected","Undetected","Pass","Pass"
"484","F - COSCa",2021-08-23,"<LOD","Undetected","Undetected","Pass","Pass"
"485","C - COSCa",2021-08-23,"<LOD","Undetected","Undetected","Pass","Pass"
"486","C - COSCa",2021-08-23,"<LOD","Undetected","Undetected","Pass","Pass"
"487","A",2021-08-26,"<LOD","Undetected","Undetected","Pass","Pass"
"488","A",2021-08-26,"<LOD","Undetected","Undetected","Pass","Pass"
"489","G - COSCa",2021-08-26,"<LOD","Undetected","Undetected","Pass","Pass"
"490","G - COSCa",2021-08-26,"<LOD","Undetected","Undetected","Pass","Pass"
"491","F - COSCa",2021-08-26,"<LOD","Undetected","Undetected","Pass","Pass"
"492","F - COSCa",2021-08-26,"<LOD","Undetected","Undetected","Pass","Pass"
"493","C - COSCa",2021-08-26,"<LOD","Undetected","Undetected","Pass","Pass"
"494","C - COSCa",2021-08-26,"<LOD","Undetected","Undetected","Pass","Pass"
"495","A",2021-08-26,"<LOD","Undetected","Undetected","Pass","Pass"
"496","A",2021-08-27,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"497","A",2021-08-30,"<LOD","Undetected","Undetected","Pass","Pass"
"498","A",2021-08-30,"<LOD","Undetected","Undetected","Pass","Pass"
"499","A",2021-08-30,"<LOD","Undetected","Undetected","Pass","Pass"
"500","G - COSCa",2021-08-30,"<LOD","Undetected","Undetected","Pass","Pass"
"501","F - COSCa",2021-08-30,"<LOD","Undetected","Undetected","Pass","Pass"
"502","C - COSCa",2021-08-30,"<LOD","Undetected","Undetected","Pass","Pass"
"503","A",2021-09-01,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"504","A",2021-09-02,"<LOD","Undetected","Undetected","Pass","Pass"
"505","A",2021-09-02,"<LOD","Undetected","Undetected","Pass","Pass"
"506","A",2021-09-02,"<LOD","Undetected","Undetected","Pass","Pass"
"507","A",2021-09-07,"<LOD","Undetected","Undetected","Pass","Pass"
"508","A",2021-09-07,"<LOD","Undetected","Undetected","Pass","Pass"
"509","A",2021-09-07,"<LOD","Undetected","Undetected","Pass","Pass"
"510","A",2021-09-08,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"511","A",2021-09-09,"<LOD","Undetected","Undetected","Pass","Pass"
"512","A",2021-09-09,"<LOD","Undetected","Undetected","Pass","Pass"
"513","A",2021-09-09,"<LOD","Undetected","Undetected","Pass","Pass"
"514","G - COSCa",2021-09-09,"<LOD","Undetected","Undetected","Pass","Pass"
"515","F - COSCa",2021-09-09,"<LOD","Undetected","Undetected","Pass","Pass"
"516","C - COSCa",2021-09-09,"<LOD","Undetected","Undetected","Pass","Pass"
"517","A",2021-09-10,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"518","A",2021-09-13,"<LOD","Undetected","Undetected","Pass","Pass"
"519","A",2021-09-13,"<LOD","Undetected","Undetected","Pass","Pass"
"520","A",2021-09-13,"<LOD","Undetected","Undetected","Pass","Pass"
"521","G - COSCa",2021-09-13,"<LOD","Undetected","Undetected","Pass","Pass"
"522","F - COSCa",2021-09-13,"<LOD","Undetected","Undetected","Pass","Pass"
"523","C - COSCa",2021-09-13,"<LOD","Undetected","Undetected","Pass","Pass"
"524","A",2021-09-14,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"525","A",2021-09-15,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"526","A",2021-09-16,"<LOD","Undetected","Undetected","Pass","Pass"
"527","A",2021-09-16,"<LOD","Undetected","Undetected","Pass","Pass"
"528","A",2021-09-16,"<LOD","Undetected","Undetected","Pass","Pass"
"529","G - COSCa",2021-09-16,"<LOD","Undetected","Undetected","Pass","Pass"
"530","F - COSCa",2021-09-16,"<LOD","Undetected","Undetected","Pass","Pass"
"531","C - COSCa",2021-09-16,"<LOD","Undetected","Undetected","Pass","Pass"
"532","A",2021-09-17,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"533","A",2021-09-20,"<LOD","Undetected","Undetected","Pass","Pass"
"534","A",2021-09-20,"<LOD","Undetected","Undetected","Pass","Pass"
"535","A",2021-09-20,"<LOD","Undetected","Undetected","Pass","Pass"
"536","A",2021-09-20,"4.53E+02","Detected","Detected","Pass","Pass"
"537","G - COSCa",2021-09-20,"<LOD","Undetected","Undetected","Pass","Pass"
"538","G - COSCa",2021-09-20,"<LOD","Undetected","Undetected","Pass","Pass"
"539","F - COSCa",2021-09-20,"2.42E+03","Detected","Detected","Pass","Pass"
"540","F - COSCa",2021-09-20,"3.73E+03","Detected","Detected","Pass","Pass"
"541","C - COSCa",2021-09-20,"<LOD","Undetected","Undetected","Pass","Pass"
"542","C - COSCa",2021-09-20,"<LOD","Undetected","Undetected","Pass","Pass"
"543","A",2021-09-22,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"544","A",2021-09-23,"1.76E+02","Detected","Detected","Pass","Pass"
"545","A",2021-09-23,"<LOD","Undetected","Undetected","Pass","Pass"
"546","A",2021-09-23,"<LOD","Undetected","Undetected","Pass","Pass"
"547","A",2021-09-23,"<LOD","Undetected","Undetected","Pass","Pass"
"548","G - COSCa",2021-09-23,"<LOD","Undetected","Undetected","Pass","Pass"
"549","G - COSCa",2021-09-23,"<LOD","Undetected","Undetected","Pass","Pass"
"550","F - COSCa",2021-09-23,"<LOD","Undetected","Undetected","Pass","Pass"
"551","F - COSCa",2021-09-23,"<LOD","Undetected","Undetected","Pass","Pass"
"552","C - COSCa",2021-09-23,"<LOD","Undetected","Undetected","Pass","Pass"
"553","C - COSCa",2021-09-23,"<LOD","Undetected","Undetected","Pass","Pass"
"554","A",2021-09-23,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"555","A",2021-09-24,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"556","A",2021-09-27,"<LOD","Undetected","Undetected","Pass","Pass"
"557","A",2021-09-27,"<LOD","Undetected","Undetected","Pass","Pass"
"558","A",2021-09-27,"<LOD","Undetected","Undetected","Pass","Pass"
"559","A",2021-09-27,"<LOD","Undetected","Undetected","Pass","Pass"
"560","G - COSCa",2021-09-27,"<LOD","Undetected","Undetected","Pass","Pass"
"561","G - COSCa",2021-09-27,"<LOD","Undetected","Undetected","Pass","Pass"
"562","F - COSCa",2021-09-27,"5.25E+03","Detected","Detected","Pass","Pass"
"563","F - COSCa",2021-09-27,"<LOD","Undetected","Undetected","Pass","Pass"
"564","C - COSCa",2021-09-27,"<LOD","Undetected","Undetected","Pass","Pass"
"565","C - COSCa",2021-09-27,"<LOD","Undetected","Undetected","Pass","Pass"
"566","A",2021-09-28,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"567","A",2021-09-29,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"568","A",2021-10-01,"<LOD","Undetected","Undetected","Pass","Pass"
"569","A",2021-10-01,"<LOD","Undetected","Undetected","Pass","Pass"
"570","A",2021-10-04,"<LOD","Undetected","Undetected","Pass","Pass"
"571","A",2021-10-04,"1.05E+02","Detected","Detected","Pass","Pass"
"572","A",2021-10-07,"<LOD","Undetected","Undetected","Pass","Pass"
"573","A",2021-10-07,"<LOD","Undetected","Undetected","Pass","Pass"
"574","A",2021-10-07,"<LOD","Undetected","Undetected","Pass","Pass"
"575","A",2021-10-07,"<LOD","Undetected","Undetected","Pass","Pass"
"576","A",2021-10-08,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"577","A",2021-10-12,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"578","A",2021-10-13,"<LOD","Undetected","Undetected","Pass","Pass"
"579","A",2021-10-13,"<LOD","Undetected","Undetected","Pass","Pass"
"580","A",2021-10-14,"<LOD","Undetected","Undetected","Pass","Pass"
"581","A",2021-10-14,"<LOD","Undetected","Undetected","Pass","Pass"
"582","A",2021-10-15,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"583","A",2021-10-18,"<LOD","Undetected","Undetected","Pass","Pass"
"584","A",2021-10-18,"5.73E+02","Detected","Detected","Pass","Pass"
"585","A",2021-10-18,"<LOD","Undetected","Undetected","Pass","Pass"
"586","A",2021-10-18,"<LOD","Undetected","Undetected","Pass","Pass"
"587","A",2021-10-19,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"588","A",2021-10-20,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"589","A",2021-10-21,"<LOD","Undetected","Undetected","Pass","Pass"
"590","A",2021-10-21,"<LOD","Undetected","Undetected","Pass","Pass"
"591","A",2021-10-21,"<LOD","Undetected","Undetected","Pass","Pass"
"592","A",2021-10-21,"<LOD","Undetected","Undetected","Pass","Pass"
"593","A",2021-10-22,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"594","A",2021-10-25,"<LOD","Undetected","Undetected","Pass","Pass"
"595","A",2021-10-25,"<LOD","Undetected","Undetected","Pass","Pass"
"596","A",2021-10-25,"<LOD","Undetected","Undetected","Pass","Pass"
"597","A",2021-10-25,"<LOD","Undetected","Undetected","Pass","Pass"
"598","G - COSCa",2021-10-25,"<LOD","Undetected","Undetected","Pass","Pass"
"599","G - COSCa",2021-10-25,"<LOD","Undetected","Undetected","Pass","Pass"
"600","F - COSCa",2021-10-25,"5.95E+02","Detected","Detected","Pass","Pass"
"601","F - COSCa",2021-10-25,"1.35E+03","Detected","Detected","Pass","Pass"
"602","C - COSCa",2021-10-25,"<LOD","Undetected","Undetected","Pass","Pass"
"603","C - COSCa",2021-10-25,"<LOD","Undetected","Undetected","Pass","Pass"
"604","A",2021-10-28,"<LOD","Undetected","Undetected","Pass","Pass"
"605","A",2021-10-28,"<LOD","Undetected","Undetected","Pass","Pass"
"606","A",2021-10-28,"<LOD","Undetected","Undetected","Pass","Pass"
"607","G - COSCa",2021-10-28,"<LOD","Undetected","Undetected","Pass","Pass"
"608","F - COSCa",2021-10-28,"<LOD","Undetected","Undetected","Pass","Pass"
"609","C - COSCa",2021-10-28,"<LOD","Undetected","Undetected","Pass","Pass"
"610","A",2021-10-28,"<LOD","Undetected","Undetected","Pass","Pass"
"611","A",2021-10-28,"<LOD","Undetected","Undetected","Pass","Pass"
"612","A",2021-10-28,"<LOD","Undetected","Undetected","Pass","Pass"
"613","G - COSCa",2021-10-28,"<LOD","Undetected","Undetected","Pass","Pass"
"614","F - COSCa",2021-10-28,"<LOD","Undetected","Undetected","Pass","Pass"
"615","C - COSCa",2021-10-28,"<LOD","Undetected","Undetected","Pass","Pass"
"616","A",2021-10-29,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"617","A",2021-11-01,"<LOD","Undetected","Undetected","Pass","Pass"
"618","A",2021-11-01,"6.84E+02","Detected","Detected","Pass","Pass"
"619","A",2021-11-01,"<LOD","Undetected","Undetected","Pass","Pass"
"620","G - COSCa",2021-11-01,"<LOD","Undetected","Undetected","Pass","Pass"
"621","F - COSCa",2021-11-01,"<LOD","Undetected","Undetected","Pass","Pass"
"622","C - COSCa",2021-11-01,"<LOD","Undetected","Undetected","Pass","Pass"
"623","A",2021-11-01,"<LOD","Undetected","Undetected","Pass","Pass"
"624","G - COSCa",2021-11-01,"<LOD","Undetected","Undetected","Pass","Pass"
"625","F - COSCa",2021-11-01,"<LOD","Undetected","Undetected","Pass","Pass"
"626","C - COSCa",2021-11-01,"<LOD","Undetected","Undetected","Pass","Pass"
"627","A",2021-11-02,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"628","A",2021-11-03,"<LOD","Undetected","Undetected","Pass","Pass"
"629","A",2021-11-03,"<LOD","Undetected","Undetected","Pass","Pass"
"630","A",2021-11-03,"<LOD","Undetected","Undetected","Pass","Pass"
"631","A",2021-11-03,"<LOD","Undetected","Undetected","Pass","Pass"
"632","A",2021-11-04,"<LOD","Undetected","Undetected","Pass","Pass"
"633","A",2021-11-04,"<LOD","Undetected","Undetected","Pass","Pass"
"634","A",2021-11-04,"<LOD","Undetected","Undetected","Pass","Pass"
"635","G - COSCa",2021-11-04,"4.44E+02","Detected","Detected","Pass","Pass"
"636","C - COSCa",2021-11-04,"1.12E+03","Detected","Detected","Pass","Pass"
"637","F - COSCa",2021-11-04,"<LOD","Undetected","Undetected","Pass","Pass"
"638","A",2021-11-04,"4.08E+02","Detected","Detected","Pass","Pass"
"639","A",2021-11-04,"3.26E+02","Detected","Detected","Pass","Pass"
"640","A",2021-11-04,"<LOD","Undetected","Undetected","Pass","Pass"
"641","F - COSCa",2021-11-04,"<LOD","Undetected","Undetected","Pass","Pass"
"642","A",2021-11-05,"4.12E+02","Detected","Detected","Pass","Pass"
"643","A",2021-11-05,"<LOD","Undetected","Undetected","Pass","Pass"
"644","A",2021-11-08,"<LOD","Undetected","Undetected","Pass","Pass"
"645","A",2021-11-08,"<LOD","Undetected","Undetected","Pass","Pass"
"646","A",2021-11-08,"<LOD","Undetected","Undetected","Pass","Pass"
"647","A",2021-11-08,"4.14E+02","Detected","Detected","Pass","Pass"
"648","A",2021-11-08,"<LOD","Undetected","Undetected","Pass","Pass"
"649","A",2021-11-08,"<LOD","Undetected","Undetected","Pass","Pass"
"650","G - COSCa",2021-11-08,"<LOD","Undetected","Undetected","Pass","Pass"
"651","G - COSCa",2021-11-08,"<LOD","Undetected","Undetected","Pass","Pass"
"652","F - COSCa",2021-11-08,"<LOD","Undetected","Undetected","Pass","Pass"
"653","F - COSCa",2021-11-08,"<LOD","Undetected","Undetected","Pass","Pass"
"654","C - COSCa",2021-11-08,"3.17E+02","Detected","Detected","Pass","Pass"
"655","C - COSCa",2021-11-08,"5.86E+02","Detected","Detected","Pass","Pass"
"656","G - COSCa",2021-11-10,"<LOD","Undetected","Undetected","Pass","Pass"
"657","F - COSCa",2021-11-10,"<LOD","Undetected","Undetected","Pass","Pass"
"658","C - COSCa",2021-11-10,"<LOD","Undetected","Undetected","Pass","Pass"
"659","A",2021-11-10,"<LOD","Undetected","Undetected","Pass","Pass"
"660","A",2021-11-10,"<LOD","Undetected","Undetected","Pass","Pass"
"661","A",2021-11-12,"8.10E+02","Detected","Detected","Pass","Pass"
"662","A",2021-11-15,"<LOD","Undetected","Undetected","Pass","Pass"
"663","G - COSCa",2021-11-15,"3.32E+02","Detected","Detected","Pass","Pass"
"664","F - COSCa",2021-11-15,"<LOD","Undetected","Undetected","Pass","Pass"
"665","F - COSCa",2021-11-15,"<LOD","Undetected","Undetected","Pass","Pass"
"666","C - COSCa",2021-11-15,"<LOD","Undetected","Undetected","Pass","Pass"
"667","C - COSCa",2021-11-15,"<LOD","Undetected","Undetected","Pass","Pass"
"668","A",2021-11-16,"<LOD","Undetected","Undetected","Pass","Pass"
"669","A",2021-11-16,"<LOD","Undetected","Undetected","Pass","Pass"
"670","A",2021-11-17,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"671","A",2021-11-18,"<LOD","Undetected","Undetected","Pass","Pass"
"672","A",2021-11-18,"<LOD","Undetected","Undetected","Pass","Pass"
"673","G - COSCa",2021-11-18,"<LOD","Undetected","Undetected","Pass","Pass"
"674","G - COSCa",2021-11-18,"<LOD","Undetected","Undetected","Pass","Pass"
"675","F - COSCa",2021-11-18,"<LOD","Undetected","Undetected","Pass","Pass"
"676","F - COSCa",2021-11-18,"<LOD","Undetected","Undetected","Pass","Pass"
"677","C - COSCa",2021-11-18,"<LOD","Undetected","Undetected","Pass","Pass"
"678","C - COSCa",2021-11-18,"<LOD","Undetected","Undetected","Pass","Pass"
"679","A",2021-11-19,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
"680","A",2021-11-22,"<LOD","Undetected","Undetected","Pass","Pass"
"681","A",2021-11-22,"2.04E+03","Detected","Detected","Pass","Pass"
"682","A",2021-11-22,"<LOD","Undetected","Undetected","Pass","Pass"
"683","A",2021-11-22,"<LOD","Undetected","Undetected","Pass","Pass"
"684","A",2021-11-22,"<LOD","Undetected","Undetected","Pass","Pass"
"685","A",2021-11-22,"<LOD","Undetected","Undetected","Pass","Pass"
"686","G - COSCa",2021-11-22,"4.51E+02","Detected","Detected","Pass","Pass"
"687","G - COSCa",2021-11-22,"6.91E+02","Detected","Detected","Pass","Pass"
"688","F - COSCa",2021-11-22,"<LOD","Undetected","Undetected","Pass","Pass"
"689","F - COSCa",2021-11-22,"<LOD","Undetected","Undetected","Pass","Pass"
"690","C - COSCa",2021-11-22,"2.70E+02","Detected","Detected","Pass","Pass"
"691","C - COSCa",2021-11-22,"<LOD","Undetected","Undetected","Pass","Pass"
"692","A",2021-11-24,"6.60E+02","Detected","Detected","Pass","Pass"
"693","A",2021-11-24,"<LOD","Undetected","Undetected","Pass","Pass"
"694","A",2021-11-25,"<LOD","Undetected","Undetected","Pass","Pass"
"695","A",2021-11-25,"<LOD","Undetected","Undetected","Pass","Pass"
"696","A",2021-11-25,"<LOD","Undetected","Undetected","Pass","Pass"
"697","A",2021-11-25,"<LOD","Undetected","Undetected","Pass","Pass"
"698","A",2021-11-25,"<LOD","Undetected","Undetected","Pass","Pass"
"699","A",2021-11-25,"<LOD","Undetected","Undetected","Pass","Pass"
"700","A",2021-11-26,"Not Analyzed","Not Analyzed","Not Analyzed","--","--"
